"","ID","COUNT","MONTH","DATE","TIME","TYPE","COUNT_DAY","SESSION","LATITUDE","LONGITUDE","SPECIES","NUMBER","coords.x1","coords.x2"
"3133",40923,2016,"October","10/24/2016","07:57:44 AM","Helicopter",6,16,-18.9293,34.4659,"Waterbuck",5,654364.247728812,7906354.62749286
"3134",40924,2016,"October","10/24/2016","07:57:54 AM","Helicopter",6,16,-18.9305,34.468,"Bushbuck",1,654584.319147713,7906219.97907427
"3135",40925,2016,"October","10/24/2016","07:57:56 AM","Helicopter",6,16,-18.9308,34.4686,"Impala",5,654647.235585149,7906186.25082593
"3136",40926,2016,"October","10/24/2016","07:58:11 AM","Helicopter",6,16,-18.9324,34.4716,"Bushbuck",1,654961.72227288,7906006.53853228
"3137",40927,2016,"October","10/24/2016","07:58:28 AM","Helicopter",6,16,-18.9344,34.4755,"Waterbuck",2,655370.620290115,7905781.75800178
"3138",40928,2016,"October","10/24/2016","07:58:33 AM","Helicopter",6,16,-18.935,34.4766,"Bushbuck",1,655485.91556691,7905714.38361052
"3139",40929,2016,"October","10/24/2016","07:58:42 AM","Helicopter",6,16,-18.9361,34.4786,"Warthog",1,655695.532865844,7905590.87657356
"3140",40930,2016,"October","10/24/2016","07:58:51 AM","Helicopter",6,16,-18.9372,34.4805,"Common reedbuck",1,655894.615771408,7905467.45529949
"3141",40931,2016,"October","10/24/2016","07:58:52 AM","Helicopter",6,16,-18.9373,34.4807,"Bushbuck",1,655915.586378403,7905456.21097293
"3142",40932,2016,"October","10/24/2016","07:58:54 AM","Helicopter",6,16,-18.9376,34.4811,"Common reedbuck",1,655957.434649221,7905422.65459965
"3143",40933,2016,"October","10/24/2016","07:58:59 AM","Helicopter",6,16,-18.9382,34.4815,"Elephant",1,655999.004075863,7905355.89518369
"3144",40934,2016,"October","10/24/2016","07:59:02 AM","Helicopter",6,16,-18.9386,34.4818,"Waterbuck",2,656030.227400905,7905311.35936755
"3145",40935,2016,"October","10/24/2016","07:59:05 AM","Helicopter",6,16,-18.9386,34.4821,"Waterbuck",12,656061.822329734,7905311.09408135
"3146",40936,2016,"October","10/24/2016","07:59:33 AM","Helicopter",6,16,-18.9388,34.4818,"Elephant",5,656030.041560208,7905289.22407266
"3147",40937,2016,"October","10/24/2016","07:59:44 AM","Helicopter",6,16,-18.9384,34.483,"Elephant",30,656156.793126078,7905332.43320418
"3148",40938,2016,"October","10/24/2016","07:59:52 AM","Helicopter",6,16,-18.9392,34.4846,"Elephant",1,656324.554953325,7905242.47531967
"3149",40939,2016,"October","10/24/2016","07:59:54 AM","Helicopter",6,16,-18.9393,34.4847,"Warthog",2,656334.993463826,7905231.3190677
"3150",40940,2016,"October","10/24/2016","07:59:55 AM","Helicopter",6,16,-18.9394,34.4849,"Waterbuck",2,656355.963565374,7905220.07420371
"3151",40941,2016,"October","10/24/2016","07:59:59 AM","Helicopter",6,16,-18.9398,34.4857,"Warthog",3,656439.84373087,7905175.0944918
"3152",40942,2016,"October","10/24/2016","08:00:01 AM","Helicopter",6,16,-18.9401,34.4863,"Waterbuck",3,656502.753602268,7905141.35943911
"3153",40943,2016,"October","10/24/2016","08:00:02 AM","Helicopter",6,16,-18.9401,34.4865,"Warthog",4,656523.816733517,7905141.1820381
"3154",40944,2016,"October","10/24/2016","08:00:06 AM","Helicopter",6,16,-18.9405,34.4873,"Waterbuck",3,656607.696180926,7905096.20151071
"3155",40945,2016,"October","10/24/2016","08:00:08 AM","Helicopter",6,16,-18.9407,34.4877,"Waterbuck",5,656649.635760217,7905073.71109342
"3156",40946,2016,"October","10/24/2016","08:00:10 AM","Helicopter",6,16,-18.9409,34.4879,"Warthog",4,656670.512200291,7905051.39817227
"3157",40947,2016,"October","10/24/2016","08:00:17 AM","Helicopter",6,16,-18.9415,34.4891,"Waterbuck",3,656796.330137908,7904983.92614694
"3158",40948,2016,"October","10/24/2016","08:00:20 AM","Helicopter",6,16,-18.9419,34.4899,"Warthog",2,656880.208281605,7904938.94428468
"3159",40949,2016,"October","10/24/2016","08:00:22 AM","Helicopter",6,16,-18.9422,34.4903,"Waterbuck",4,656922.053738714,7904905.3855148
"3160",40950,2016,"October","10/24/2016","08:00:23 AM","Helicopter",6,16,-18.9423,34.4905,"Warthog",1,656943.023153294,7904894.13993311
"3161",40951,2016,"October","10/24/2016","08:00:26 AM","Helicopter",6,16,-18.9427,34.4913,"Waterbuck",7,657026.900570925,7904849.1573503
"3162",40952,2016,"October","10/24/2016","08:00:29 AM","Helicopter",6,16,-18.9431,34.4919,"Waterbuck",1,657089.714806354,7904804.35245181
"3163",40953,2016,"October","10/24/2016","08:00:31 AM","Helicopter",6,16,-18.9432,34.4921,"Warthog",2,657110.684015346,7904793.10666436
"3164",40954,2016,"October","10/24/2016","08:00:40 AM","Helicopter",6,16,-18.9444,34.4939,"Waterbuck",3,657299.124694063,7904658.69031942
"3165",40955,2016,"October","10/24/2016","08:00:49 AM","Helicopter",6,16,-18.9453,34.4959,"Warthog",1,657508.906740059,7904557.29641528
"3166",40956,2016,"October","10/24/2016","08:00:50 AM","Helicopter",6,16,-18.9455,34.4961,"Warthog",1,657529.781591351,7904534.98240181
"3167",40957,2016,"October","10/24/2016","08:00:53 AM","Helicopter",6,16,-18.9458,34.4968,"Warthog",1,657603.21875953,7904501.15399933
"3168",40958,2016,"October","10/24/2016","08:00:59 AM","Helicopter",6,16,-18.9465,34.4981,"Warthog",1,657739.467152464,7904422.51796905
"3169",40959,2016,"October","10/24/2016","08:01:09 AM","Helicopter",6,16,-18.9478,34.5003,"Waterbuck",3,657969.930240103,7904276.66867151
"3170",40960,2016,"October","10/24/2016","08:01:32 AM","Helicopter",6,16,-18.9504,34.5057,"Impala",2,658536.155856327,7903984.06200276
"3171",40961,2016,"October","10/24/2016","08:01:33 AM","Helicopter",6,16,-18.9505,34.5059,"Waterbuck",1,658557.123352354,7903972.81444397
"3172",40962,2016,"October","10/24/2016","08:01:35 AM","Helicopter",6,16,-18.9507,34.5064,"Waterbuck",1,658609.58924832,7903950.22931452
"3173",40963,2016,"October","10/24/2016","08:01:37 AM","Helicopter",6,16,-18.951,34.5069,"Warthog",2,658661.96047144,7903916.5762656
"3174",40964,2016,"October","10/24/2016","08:01:41 AM","Helicopter",6,16,-18.9514,34.5075,"Buffalo",3,658724.76785954,7903871.76528658
"3175",40965,2016,"October","10/24/2016","08:01:53 AM","Helicopter",6,16,-18.9529,34.5103,"Common reedbuck",1,659018.212620446,7903703.22611106
"3176",40966,2016,"October","10/24/2016","08:02:04 AM","Helicopter",6,16,-18.9545,34.5128,"Bushbuck",1,659279.965048091,7903523.88512875
"3177",40967,2016,"October","10/24/2016","08:02:11 AM","Helicopter",6,16,-18.955,34.5145,"Warthog",1,659458.512808412,7903467.00957249
"3178",40968,2016,"October","10/24/2016","08:02:27 AM","Helicopter",6,16,-18.9519,34.5169,"Waterbuck",6,659714.201665958,7903807.93925146
"3179",40969,2016,"October","10/24/2016","08:02:28 AM","Helicopter",6,16,-18.9517,34.5168,"Bushbuck",1,659703.861086481,7903830.16542402
"3180",40970,2016,"October","10/24/2016","08:02:34 AM","Helicopter",6,16,-18.9505,34.5156,"Baboon troop",1,659578.630896595,7903964.06532009
"3181",40971,2016,"October","10/24/2016","08:02:42 AM","Helicopter",6,16,-18.9496,34.5138,"Warthog",1,659389.927377168,7904065.30321426
"3182",40972,2016,"October","10/24/2016","08:03:01 AM","Helicopter",6,16,-18.9475,34.5092,"Warthog",1,658907.486829798,7904301.87730913
"3183",40973,2016,"October","10/24/2016","08:03:08 AM","Helicopter",6,16,-18.9466,34.5076,"Warthog",1,658739.839090842,7904402.92786284
"3184",40974,2016,"October","10/24/2016","08:03:21 AM","Helicopter",6,16,-18.945,34.5044,"Warthog",1,658404.349627714,7904582.88851596
"3185",40975,2016,"October","10/24/2016","08:03:42 AM","Helicopter",6,16,-18.9422,34.4995,"Warthog",1,657890.948620165,7904897.17758217
"3186",40976,2016,"October","10/24/2016","08:04:09 AM","Helicopter",6,16,-18.9388,34.4935,"Warthog",1,657262.244842199,7905278.83798366
"3187",40977,2016,"October","10/24/2016","08:04:23 AM","Helicopter",6,16,-18.9369,34.4902,"Warthog",1,656916.475228542,7905492.06159107
"3188",40978,2016,"October","10/24/2016","08:04:26 AM","Helicopter",6,16,-18.9365,34.4896,"Waterbuck",3,656853.658151665,7905536.86567697
"3189",40979,2016,"October","10/24/2016","08:04:27 AM","Helicopter",6,16,-18.9363,34.4894,"Bushbuck",1,656832.781317861,7905559.17876988
"3190",40980,2016,"October","10/24/2016","08:04:34 AM","Helicopter",6,16,-18.9355,34.4879,"Waterbuck",7,656675.550447105,7905649.05241496
"3191",40981,2016,"October","10/24/2016","08:04:35 AM","Helicopter",6,16,-18.9353,34.4875,"Waterbuck",1,656633.609534868,7905671.54278716
"3192",40982,2016,"October","10/24/2016","08:04:39 AM","Helicopter",6,16,-18.9351,34.4868,"Warthog",8,656560.072881756,7905694.29919729
"3193",40983,2016,"October","10/24/2016","08:04:49 AM","Helicopter",6,16,-18.934,34.4845,"Waterbuck",2,656318.863491095,7905818.0820099
"3194",40984,2016,"October","10/24/2016","08:04:51 AM","Helicopter",6,16,-18.9336,34.4839,"Warthog",2,656256.043965858,7905862.88388027
"3195",40985,2016,"October","10/24/2016","08:04:51 AM","Helicopter",6,16,-18.9339,34.4843,"Waterbuck",7,656297.892664006,7905829.32677555
"3196",40986,2016,"October","10/24/2016","08:04:58 AM","Helicopter",6,16,-18.9329,34.4825,"Waterbuck",14,656109.247074457,7905941.59615877
"3197",40987,2016,"October","10/24/2016","08:05:03 AM","Helicopter",6,16,-18.9323,34.4815,"Bushbuck",1,656004.48430162,7906008.88608646
"3198",40988,2016,"October","10/24/2016","08:05:46 AM","Helicopter",6,16,-18.9309,34.4798,"Waterbuck",17,655826.738390797,7906165.33447262
"3199",40989,2016,"October","10/24/2016","08:05:50 AM","Helicopter",6,16,-18.9307,34.4793,"Common reedbuck",2,655774.26325741,7906187.91100438
"3200",40990,2016,"October","10/24/2016","08:05:51 AM","Helicopter",6,16,-18.9307,34.4791,"Waterbuck",1,655753.199000738,7906188.08747071
"3201",40991,2016,"October","10/24/2016","08:07:41 AM","Helicopter",6,16,-18.9312,34.4779,"Common reedbuck",5,655626.350297676,7906133.80765032
"3202",40992,2016,"October","10/24/2016","08:08:04 AM","Helicopter",6,16,-18.9294,34.4763,"Oribi",1,655459.502511644,7906334.43449996
"3203",40993,2016,"October","10/24/2016","08:08:06 AM","Helicopter",6,16,-18.9292,34.476,"Common reedbuck",7,655428.090940319,7906356.83386571
"3204",40994,2016,"October","10/24/2016","08:08:09 AM","Helicopter",6,16,-18.9288,34.4752,"Warthog",1,655344.203110617,7906401.80840603
"3205",40995,2016,"October","10/24/2016","08:08:12 AM","Helicopter",6,16,-18.9286,34.4748,"Common reedbuck",1,655302.259051399,7906424.29552275
"3206",40996,2016,"October","10/24/2016","08:08:19 AM","Helicopter",6,16,-18.9279,34.4733,"Waterbuck",3,655144.921804226,7906503.08749854
"3207",40997,2016,"October","10/24/2016","08:08:25 AM","Helicopter",6,16,-18.9273,34.4718,"Waterbuck",1,654987.491062321,7906570.81044758
"3208",40998,2016,"October","10/24/2016","08:08:27 AM","Helicopter",6,16,-18.927,34.4713,"Waterbuck",5,654935.106118926,7906604.45204171
"3209",40999,2016,"October","10/24/2016","08:08:29 AM","Helicopter",6,16,-18.9268,34.4708,"Common reedbuck",2,654882.628818772,7906627.02588312
"3210",41000,2016,"October","10/24/2016","08:08:29 AM","Helicopter",6,16,-18.9268,34.4708,"Warthog",1,654882.628818772,7906627.02588312
"3211",41001,2016,"October","10/24/2016","08:08:33 AM","Helicopter",6,16,-18.9264,34.4698,"Common reedbuck",2,654777.673864578,7906672.17309324
"3212",41002,2016,"October","10/24/2016","08:08:36 AM","Helicopter",6,16,-18.9259,34.4688,"Common reedbuck",1,654672.810483033,7906728.38725498
"3213",41003,2016,"October","10/24/2016","08:08:40 AM","Helicopter",6,16,-18.9255,34.4681,"Common reedbuck",1,654599.451757335,7906773.27057726
"3214",41004,2016,"October","10/24/2016","08:08:45 AM","Helicopter",6,16,-18.9249,34.4671,"Common reedbuck",1,654494.679253815,7906840.55122439
"3215",41005,2016,"October","10/24/2016","08:09:06 AM","Helicopter",6,16,-18.9216,34.4672,"Waterbuck",55,654508.245439509,7907205.69362819
"3216",41006,2016,"October","10/24/2016","08:09:22 AM","Helicopter",6,16,-18.9223,34.4699,"Warthog",1,654791.982572939,7907125.85639645
"3217",41007,2016,"October","10/24/2016","08:09:31 AM","Helicopter",6,16,-18.9236,34.4703,"Waterbuck",86,654832.915438635,7906981.62717184
"3218",41008,2016,"October","10/24/2016","08:09:32 AM","Helicopter",6,16,-18.9238,34.4702,"Waterbuck",13,654822.198655074,7906959.57967289
"3219",41009,2016,"October","10/24/2016","08:09:39 AM","Helicopter",6,16,-18.925,34.4693,"Common reedbuck",1,654726.30110121,7906827.55746331
"3220",41010,2016,"October","10/24/2016","08:09:43 AM","Helicopter",6,16,-18.9251,34.4684,"Common reedbuck",1,654631.417062968,7906817.27821881
"3221",41011,2016,"October","10/24/2016","08:09:48 AM","Helicopter",6,16,-18.9248,34.4672,"Common reedbuck",2,654505.303639708,7906851.53130785
"3222",41012,2016,"October","10/24/2016","08:09:56 AM","Helicopter",6,16,-18.9241,34.465,"Warthog",1,654274.232349875,7906930.92767664
"3223",41013,2016,"October","10/24/2016","08:10:26 AM","Helicopter",6,16,-18.925,34.4623,"Impala",1,653989.030609549,7906833.6762121
"3224",41014,2016,"October","10/24/2016","08:10:29 AM","Helicopter",6,16,-18.9256,34.4629,"Warthog",1,654051.675123122,7906766.74754622
"3225",41015,2016,"October","10/24/2016","08:10:31 AM","Helicopter",6,16,-18.926,34.4637,"Warthog",4,654135.567336471,7906721.77918901
"3226",41016,2016,"October","10/24/2016","08:10:52 AM","Helicopter",6,16,-18.9244,34.4654,"Common reedbuck",2,654316.086839255,7906897.37549144
"3227",41017,2016,"October","10/24/2016","08:10:55 AM","Helicopter",6,16,-18.9242,34.4651,"Waterbuck",59,654284.673035127,7906919.77274893
"3228",41018,2016,"October","10/24/2016","08:11:18 AM","Helicopter",6,16,-18.922,34.4613,"Waterbuck",10,653886.453281312,7907166.57442205
"3229",41019,2016,"October","10/24/2016","08:11:21 AM","Helicopter",6,16,-18.9214,34.4606,"Waterbuck",16,653813.274103655,7907233.58945784
"3230",41020,2016,"October","10/24/2016","08:11:25 AM","Helicopter",6,16,-18.921,34.4601,"Waterbuck",5,653760.976804952,7907278.294984
"3231",41021,2016,"October","10/24/2016","08:11:42 AM","Helicopter",6,16,-18.9191,34.4571,"Waterbuck",39,653446.731396318,7907491.18700147
"3232",41022,2016,"October","10/24/2016","08:11:47 AM","Helicopter",6,16,-18.9184,34.456,"Bushpig",1,653331.509370692,7907569.61485795
"3233",41023,2016,"October","10/24/2016","08:11:49 AM","Helicopter",6,16,-18.9183,34.4558,"Waterbuck",5,653310.534939195,7907580.85596841
"3234",41024,2016,"October","10/24/2016","08:11:54 AM","Helicopter",6,16,-18.9177,34.4549,"Waterbuck",2,653216.286401609,7907648.04192683
"3235",41025,2016,"October","10/24/2016","08:11:56 AM","Helicopter",6,16,-18.9175,34.4546,"Oribi",1,653184.870074898,7907670.43712864
"3236",41026,2016,"October","10/24/2016","08:11:56 AM","Helicopter",6,16,-18.9175,34.4546,"Waterbuck",1,653184.870074898,7907670.43712864
"3237",41027,2016,"October","10/24/2016","08:12:00 AM","Helicopter",6,16,-18.9171,34.454,"Warthog",1,653122.037200202,7907715.22735579
"3238",41028,2016,"October","10/24/2016","08:12:03 AM","Helicopter",6,16,-18.9168,34.4535,"Waterbuck",24,653069.645898519,7907748.86319475
"3239",41029,2016,"October","10/24/2016","08:12:05 AM","Helicopter",6,16,-18.9166,34.4531,"Oribi",2,653027.696318941,7907771.34474541
"3240",41030,2016,"October","10/24/2016","08:12:33 AM","Helicopter",6,16,-18.9128,34.4516,"Waterbuck",1,652873.15734462,7908193.20844928
"3241",41031,2016,"October","10/24/2016","08:12:45 AM","Helicopter",6,16,-18.9145,34.4521,"Impala",23,652924.277109731,7908004.62824919
"3242",41032,2016,"October","10/24/2016","08:12:48 AM","Helicopter",6,16,-18.9148,34.4517,"Waterbuck",1,652881.872182289,7907971.77190269
"3243",41033,2016,"October","10/24/2016","08:12:49 AM","Helicopter",6,16,-18.9149,34.4515,"Warthog",3,652860.715229742,7907960.87744771
"3244",41034,2016,"October","10/24/2016","08:12:56 AM","Helicopter",6,16,-18.9152,34.45,"Waterbuck",2,652702.447591513,7907928.97205539
"3245",41035,2016,"October","10/24/2016","08:13:08 AM","Helicopter",6,16,-18.9141,34.4474,"Warthog",2,652429.587090209,7908052.95954778
"3246",41036,2016,"October","10/24/2016","08:13:31 AM","Helicopter",6,16,-18.9114,34.4423,"Impala",5,651894.840662945,7908356.17308613
"3247",41037,2016,"October","10/24/2016","08:13:36 AM","Helicopter",6,16,-18.9111,34.4415,"Baboon troop",1,651810.845858756,7908390.06291546
"3248",41038,2016,"October","10/24/2016","08:13:38 AM","Helicopter",6,16,-18.9109,34.441,"Impala",8,651758.360242148,7908412.62728709
"3249",41039,2016,"October","10/24/2016","08:13:41 AM","Helicopter",6,16,-18.9106,34.4404,"Waterbuck",4,651695.431461999,7908446.34479783
"3250",41040,2016,"October","10/24/2016","08:14:06 AM","Helicopter",6,16,-18.9086,34.441,"Warthog",2,651760.435442981,7908667.17876103
"3251",41041,2016,"October","10/24/2016","08:14:09 AM","Helicopter",6,16,-18.909,34.4413,"Warthog",1,651791.674597949,7908622.65131112
"3252",41042,2016,"October","10/24/2016","08:14:10 AM","Helicopter",6,16,-18.9092,34.4413,"Waterbuck",5,651791.494114088,7908600.51639947
"3253",41043,2016,"October","10/24/2016","08:14:11 AM","Helicopter",6,16,-18.9093,34.4413,"Bushbuck",1,651791.403871467,7908589.44894348
"3254",41044,2016,"October","10/24/2016","08:14:18 AM","Helicopter",6,16,-18.9101,34.4402,"Impala",15,651674.8158679,7908501.85372869
"3255",41045,2016,"October","10/24/2016","08:14:19 AM","Helicopter",6,16,-18.9101,34.44,"Waterbuck",2,651653.749318859,7908502.025367
"3256",41046,2016,"October","10/24/2016","08:14:28 AM","Helicopter",6,16,-18.9098,34.4384,"Warthog",3,651485.487171723,7908536.59995122
"3257",41047,2016,"October","10/24/2016","08:14:36 AM","Helicopter",6,16,-18.9088,34.4369,"Warthog",2,651328.387577865,7908648.55941976
"3258",41048,2016,"October","10/24/2016","08:14:44 AM","Helicopter",6,16,-18.9079,34.4353,"Waterbuck",9,651160.662879132,7908749.53551524
"3259",41049,2016,"October","10/24/2016","08:14:51 AM","Helicopter",6,16,-18.9072,34.434,"Impala",19,651024.357219309,7908828.11880981
"3260",41050,2016,"October","10/24/2016","08:14:59 AM","Helicopter",6,16,-18.9061,34.4322,"Impala",34,650835.741733315,7908951.39743668
"3261",41051,2016,"October","10/24/2016","08:15:03 AM","Helicopter",6,16,-18.9056,34.4314,"Impala",1,650751.921808362,7909007.41697677
"3262",41052,2016,"October","10/24/2016","08:15:12 AM","Helicopter",6,16,-18.9045,34.43,"Waterbuck",2,650605.437167114,7909130.3518394
"3263",41053,2016,"October","10/24/2016","08:15:26 AM","Helicopter",6,16,-18.9026,34.432,"Warthog",1,650817.812049326,7909338.92760428
"3264",41054,2016,"October","10/24/2016","08:15:33 AM","Helicopter",6,16,-18.9035,34.4327,"Common reedbuck",1,650890.74098436,7909238.72356434
"3265",41055,2016,"October","10/24/2016","08:15:34 AM","Helicopter",6,16,-18.9037,34.4327,"Warthog",1,650890.561628787,7909216.58873124
"3266",41056,2016,"October","10/24/2016","08:15:39 AM","Helicopter",6,16,-18.9045,34.4325,"Waterbuck",37,650868.776992293,7909128.22009495
"3267",41057,2016,"October","10/24/2016","08:15:52 AM","Helicopter",6,16,-18.9048,34.43,"Waterbuck",1,650605.168626828,7909097.14961733
"3268",41058,2016,"October","10/24/2016","08:15:53 AM","Helicopter",6,16,-18.9047,34.4298,"Impala",2,650584.190989622,7909108.38740489
"3269",41059,2016,"October","10/24/2016","08:15:55 AM","Helicopter",6,16,-18.9045,34.4294,"Impala",1,650542.235643032,7909130.86290349
"3270",41060,2016,"October","10/24/2016","08:15:55 AM","Helicopter",6,16,-18.9043,34.4292,"Impala",1,650521.347395583,7909153.1680185
"3271",41061,2016,"October","10/24/2016","08:15:57 AM","Helicopter",6,16,-18.9042,34.429,"Warthog",1,650500.369649153,7909164.40570319
"3272",41062,2016,"October","10/24/2016","08:16:02 AM","Helicopter",6,16,-18.9035,34.428,"Waterbuck",5,650395.659322777,7909242.72854119
"3273",41063,2016,"October","10/24/2016","08:16:05 AM","Helicopter",6,16,-18.9032,34.4273,"Warthog",2,650322.19184011,7909276.52608679
"3274",41064,2016,"October","10/24/2016","08:16:06 AM","Helicopter",6,16,-18.9031,34.4271,"Common reedbuck",1,650301.213845643,7909287.76352795
"3275",41065,2016,"October","10/24/2016","08:16:12 AM","Helicopter",6,16,-18.9024,34.4259,"Waterbuck",4,650175.434620128,7909366.25502874
"3276",41066,2016,"October","10/24/2016","08:16:17 AM","Helicopter",6,16,-18.9018,34.4248,"Impala",3,650060.098942542,7909433.59334552
"3277",41067,2016,"October","10/24/2016","08:16:18 AM","Helicopter",6,16,-18.9017,34.4246,"Waterbuck",14,650039.120627866,7909444.83046672
"3278",41068,2016,"October","10/24/2016","08:16:21 AM","Helicopter",6,16,-18.9013,34.424,"Waterbuck",7,649976.274661972,7909489.60905809
"3279",41069,2016,"October","10/24/2016","08:16:24 AM","Helicopter",6,16,-18.9009,34.4231,"Bushbuck",1,649881.827033021,7909534.64175165
"3280",41070,2016,"October","10/24/2016","08:16:24 AM","Helicopter",6,16,-18.901,34.4233,"Waterbuck",3,649902.805534627,7909523.40482205
"3281",41071,2016,"October","10/24/2016","08:16:25 AM","Helicopter",6,16,-18.9008,34.4229,"Impala",2,649860.848507358,7909545.87865576
"3282",41072,2016,"October","10/24/2016","08:16:28 AM","Helicopter",6,16,-18.9006,34.4224,"Warthog",10,649808.357578578,7909568.43711766
"3283",41073,2016,"October","10/24/2016","08:16:38 AM","Helicopter",6,16,-18.8995,34.4203,"Waterbuck",2,649588.125484429,7909691.95609003
"3284",41074,2016,"October","10/24/2016","08:16:47 AM","Helicopter",6,16,-18.8983,34.4184,"Waterbuck",10,649389.047215582,7909826.37065107
"3285",41075,2016,"October","10/24/2016","08:16:49 AM","Helicopter",6,16,-18.8981,34.4179,"Waterbuck",5,649336.554999007,7909848.9276841
"3286",41076,2016,"October","10/24/2016","08:16:50 AM","Helicopter",6,16,-18.898,34.4177,"Bushbuck",1,649315.57582187,7909860.16392392
"3287",41077,2016,"October","10/24/2016","08:16:55 AM","Helicopter",6,16,-18.8975,34.4166,"Waterbuck",9,649200.145596885,7909916.42911342
"3288",41078,2016,"October","10/24/2016","08:16:56 AM","Helicopter",6,16,-18.8973,34.4161,"Warthog",3,649147.652929632,7909938.98557925
"3289",41079,2016,"October","10/24/2016","08:16:57 AM","Helicopter",6,16,-18.8973,34.4161,"Warthog",1,649147.652929632,7909938.98557925
"3290",41080,2016,"October","10/24/2016","08:17:03 AM","Helicopter",6,16,-18.8965,34.4146,"Waterbuck",11,648990.351244024,7910028.78871359
"3291",41081,2016,"October","10/24/2016","08:17:12 AM","Helicopter",6,16,-18.8954,34.4128,"Warthog",1,648801.711058432,7910152.04483893
"3292",41082,2016,"October","10/24/2016","08:17:34 AM","Helicopter",6,16,-18.8922,34.4102,"Common reedbuck",1,648530.647851012,7910508.3845713
"3293",41083,2016,"October","10/24/2016","08:17:51 AM","Helicopter",6,16,-18.8938,34.4116,"Waterbuck",48,648676.714976181,7910330.13124726
"3294",41084,2016,"October","10/24/2016","08:18:00 AM","Helicopter",6,16,-18.8937,34.4099,"Warthog",1,648497.72197092,7910342.6266825
"3295",41085,2016,"October","10/24/2016","08:18:06 AM","Helicopter",6,16,-18.893,34.4086,"Warthog",1,648361.394357265,7910421.18879742
"3296",41086,2016,"October","10/24/2016","08:18:10 AM","Helicopter",6,16,-18.8927,34.4077,"Waterbuck",1,648266.850480624,7910455.14536523
"3297",41087,2016,"October","10/24/2016","08:18:11 AM","Helicopter",6,16,-18.8926,34.4075,"Warthog",3,648245.870037614,7910466.38030349
"3298",41088,2016,"October","10/24/2016","08:18:21 AM","Helicopter",6,16,-18.892,34.406,"Waterbuck",3,648088.384019349,7910534.04057609
"3299",41089,2016,"October","10/24/2016","08:18:23 AM","Helicopter",6,16,-18.8919,34.4058,"Waterbuck",45,648067.403391308,7910545.27529924
"3300",41090,2016,"October","10/24/2016","08:18:26 AM","Helicopter",6,16,-18.8917,34.4055,"Common reedbuck",2,648035.976364321,7910567.6609861
"3301",41091,2016,"October","10/24/2016","08:18:38 AM","Helicopter",6,16,-18.8907,34.4042,"Oribi",3,647899.908841982,7910679.42134368
"3302",41092,2016,"October","10/24/2016","08:18:40 AM","Helicopter",6,16,-18.8904,34.404,"Waterbuck",39,647879.103587449,7910712.79041971
"3303",41093,2016,"October","10/24/2016","08:18:42 AM","Helicopter",6,16,-18.89,34.4039,"Waterbuck",15,647868.920463558,7910757.14317656
"3304",41094,2016,"October","10/24/2016","08:18:45 AM","Helicopter",6,16,-18.8896,34.4041,"Oribi",2,647890.340564848,7910801.24516537
"3305",41095,2016,"October","10/24/2016","08:18:46 AM","Helicopter",6,16,-18.8893,34.4043,"Common reedbuck",3,647911.672926432,7910834.27984212
"3306",41096,2016,"October","10/24/2016","08:18:52 AM","Helicopter",6,16,-18.8892,34.4051,"Waterbuck",2,647996.036401297,7910844.67810306
"3307",41097,2016,"October","10/24/2016","08:18:57 AM","Helicopter",6,16,-18.8896,34.4058,"Oribi",1,648069.425890978,7910799.8231945
"3308",41098,2016,"October","10/24/2016","08:19:07 AM","Helicopter",6,16,-18.8907,34.4052,"Impala",44,648005.252453845,7910678.58499774
"3309",41099,2016,"October","10/24/2016","08:19:09 AM","Helicopter",6,16,-18.8906,34.4048,"Oribi",5,647963.202876508,7910689.98690354
"3310",41100,2016,"October","10/24/2016","08:19:22 AM","Helicopter",6,16,-18.8894,34.4021,"Common reedbuck",3,647679.827473578,7910825.05043641
"3311",41101,2016,"October","10/24/2016","08:19:23 AM","Helicopter",6,16,-18.8893,34.4019,"Waterbuck",2,647658.846292114,7910836.28465756
"3312",41102,2016,"October","10/24/2016","08:19:24 AM","Helicopter",6,16,-18.8892,34.4017,"Warthog",2,647637.865086594,7910847.51885326
"3313",41103,2016,"October","10/24/2016","08:19:26 AM","Helicopter",6,16,-18.8891,34.4015,"Oribi",2,647616.883857018,7910858.75302351
"3314",41104,2016,"October","10/24/2016","08:19:28 AM","Helicopter",6,16,-18.8888,34.4008,"Waterbuck",3,647543.405557606,7910892.53877959
"3356",41190,2016,"October","10/24/2016","08:25:28 AM","Helicopter",6,16,-18.8858,34.4037,"Waterbuck",1,647851.538861226,7911222.13645837
"3357",41191,2016,"October","10/24/2016","08:25:32 AM","Helicopter",6,16,-18.8863,34.4046,"Impala",1,647945.911662069,7911166.04775806
"3358",41192,2016,"October","10/24/2016","08:25:38 AM","Helicopter",6,16,-18.887,34.4061,"Waterbuck",1,648103.315700577,7911087.32183258
"3359",41193,2016,"October","10/24/2016","08:25:41 AM","Helicopter",6,16,-18.8875,34.407,"Impala",5,648197.687124858,7911031.23175264
"3360",41194,2016,"October","10/24/2016","08:25:49 AM","Helicopter",6,16,-18.8884,34.4086,"Impala",2,648365.447410037,7910930.28507164
"3361",41195,2016,"October","10/24/2016","08:25:51 AM","Helicopter",6,16,-18.8886,34.409,"Waterbuck",3,648407.409239696,7910907.814972
